"@timestamp","user.name","source.ip","source.geo.country_name","host.hostname","event.action","event.outcome","event.category","suricata.eve.event_type","related.ip","related.user","related.hash","process.name","process.command_line","destination.ip","destination.address","network.protocol","destination.port","http.request.method","http.response.status_code","suricata.eve.http.http_content_type","url.query","url.domain","url.original"
"Aug 5, 2026 @ 05:28:21.476","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1138,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.476","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5560,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3324,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1840,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9415,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.472","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3269,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.472","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",50389,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.472","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1165,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.472","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5280,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.472","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1132,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.472","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1175,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.472","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3005,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.472","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",13722,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.427","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1036,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.427","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",14441,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.427","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1032,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.427","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8222,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2034,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",14238,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1028,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3527,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1099,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7002,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5033,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1107,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8194,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1272,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1334,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",981,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2500,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1455,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6692,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1057,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",33354,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1035,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8291,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5500,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",10003,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2038,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2003,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1310,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3301,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.426","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8888,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.390","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2013,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.390","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6788,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.390","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1296,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.390","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2260,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.390","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5999,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.390","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1984,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.390","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1067,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.390","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",109,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.390","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1236,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.386","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.511","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",80,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.511","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5986,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.511","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",555,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.511","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",62078,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.511","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.511","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32774,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.511","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8031,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.511","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4662,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.479","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3283,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.479","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1026,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.479","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2869,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.479","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5730,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.479","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",52848,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.479","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5801,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.479","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1088,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.479","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5631,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.479","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1089,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.473","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4550,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.473","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1186,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.473","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1041,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.472","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",587,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.472","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8085,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.465","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4445,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.465","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5666,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.465","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2920,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.465","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7019,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.465","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1154,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.465","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",777,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.464","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2046,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.464","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5004,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.464","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",16016,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.464","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8651,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",50003,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1277,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",16113,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8192,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1071,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",16000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2401,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",15742,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1169,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1074,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2047,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.455","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5510,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.451","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3006,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.451","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.451","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2105,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3476,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1122,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5825,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9998,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",50636,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5962,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1011,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2033,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",407,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2525,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1025,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7443,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",340,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",81,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",720,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1137,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",30,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",16018,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",16001,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",60443,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.449","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5718,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.449","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8800,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.381","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:20.381","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1,"-","-","-","-","-","-"
